Geography,Gender,Age,Balance,IsActiveMember,Exited
Spain,Male,39.0,139443.75,0,0
Germany,Male,35.0,144961.97,1,0
Germany,Male,42.0,126041.02,1,0
Germany,Male,28.0,69459.05,1,0
France,Male,38.0,198338.77,1,0
France,Male,36.0,0.0,0,0
Germany,Male,35.0,109196.66,0,1
Spain,Female,38.0,134168.5,0,1
France,Male,34.0,0.0,1,0
France,Male,29.0,0.0,0,0
Spain,Female,36.0,0.0,1,0
France,Male,40.0,0.0,1,0
Germany,Male,38.9218,120100.41,0,1
France,Female,62.0,0.0,1,0
Spain,Female,50.0,0.0,0,0
Spain,Male,22.0,0.0,0,0
Spain,Male,30.0,0.0,0,0
Spain,Male,38.9218,0.0,1,0
France,Male,38.0,0.0,0,0
Spain,Female,31.0,0.0,1,0
Spain,Female,31.0,0.0,0,0
Germany,Male,38.0,135559.8,1,0
Germany,Female,25.0,150355.35,1,0
France,Female,37.0,0.0,1,0
France,Female,35.0,133489.12,1,0
Germany,Female,37.0,105489.31,0,1
Germany,Male,25.0,60205.2,0,0
France,Male,38.0,0.0,0,0
Spain,Male,19.0,0.0,0,0
Spain,Male,50.0,0.0,0,1
France,Male,40.0,0.0,1,0
France,Male,33.0,0.0,1,0
Spain,Male,35.0,0.0,1,1
France,Female,42.0,112333.63,1,0
Germany,Female,57.0,116936.81,1,0
Germany,Female,50.0,117721.02,1,1
France,Male,37.0,165896.22,1,0
Spain,Female,44.0,153656.85,0,0
France,Female,50.0,94164.0,1,0
Spain,Male,39.0,0.0,0,0
France,Male,49.0,191808.73,0,0
France,Male,58.0,152199.33,1,0
Germany,Female,52.0,125396.24,0,1
Germany,Male,41.0,104405.54,0,0
France,Female,27.0,133801.49,1,0
Spain,Female,40.0,0.0,0,0
France,Female,28.0,0.0,0,0
Germany,Male,42.0,100047.33,0,0
France,Female,31.0,109848.6,1,0
France,Female,32.0,127849.38,0,0
Spain,Female,46.0,0.0,1,0
France,Female,29.0,95947.76,0,0
Spain,Male,26.0,0.0,1,0
France,Male,43.0,137638.69,0,1
France,Male,38.0,0.0,1,0
Spain,Male,41.0,0.0,1,0
France,Male,31.0,0.0,0,0
France,Female,44.0,0.0,0,0
France,Male,38.0,89416.99,0,0
Spain,Male,42.0,0.0,1,0
Spain,Female,45.0,0.0,0,0
France,Female,60.0,143262.04,1,0
Spain,Female,35.0,119656.45,1,0
France,Male,29.0,132954.64,1,0
Germany,Female,44.0,105206.7,1,0
Spain,Male,28.0,0.0,0,0
Spain,Female,37.0,83061.26,0,0
France,Male,40.0,147650.68,1,0
France,Male,44.0,73348.56,0,1
France,Male,28.0,0.0,0,0
France,Female,38.0,0.0,0,0
Spain,Female,27.0,116320.68,1,0
France,Male,33.0,0.0,1,0
France,Female,29.0,0.0,1,0
France,Female,38.0,0.0,0,0
France,Male,61.0,66250.71,1,0
Germany,Female,24.0,95675.62,0,1
Germany,Male,42.0,92616.64,0,0
Spain,Female,41.0,0.0,0,0
Spain,Female,36.0,0.0,1,1
Spain,Female,37.0,100565.94,1,0
Spain,Female,42.0,190305.78,0,1
Germany,Female,35.0,118536.4,0,1
France,Male,19.0,127649.64,1,0
France,Male,35.0,165358.77,1,0
Spain,Male,29.0,0.0,1,0
Germany,Female,36.0,78249.53,0,0
Germany,Female,61.0,125193.96,1,0
France,Female,29.0,0.0,0,0
Germany,Female,41.0,154007.21,0,0
Spain,Female,43.0,133214.88,1,0
Spain,Male,38.9218,146202.93,1,1
France,Female,27.0,0.0,0,0
France,Male,30.0,90963.49,1,0
Spain,Male,41.0,0.0,0,1
France,Female,52.0,0.0,0,1
Spain,Male,38.9218,114386.85,1,0
France,Female,26.0,0.0,0,0
France,Female,40.0,0.0,1,0
France,Female,38.0,0.0,0,0
Spain,Male,38.9218,137260.78,1,1
France,Male,33.0,111060.05,0,0
Spain,Male,60.0,124447.73,1,1
France,Female,34.0,0.0,1,0
France,Male,42.0,0.0,1,1
Germany,Male,33.0,135310.41,1,0
France,Male,32.0,0.0,0,0
France,Female,38.9218,0.0,1,0
France,Male,29.0,0.0,0,0
Spain,Male,34.0,139393.19,0,0
Spain,Male,28.0,0.0,0,0
France,Female,26.0,104258.8,1,0
France,Female,26.0,0.0,1,0
Germany,Male,32.0,113447.01,0,0
France,Male,33.0,0.0,0,0
Germany,Female,33.0,111063.73,0,0
Germany,Female,30.0,161378.02,0,1
Spain,Female,39.0,82766.43,1,0
Spain,Male,29.0,0.0,0,0
France,Female,61.0,104267.7,0,1
France,Female,25.0,91718.8,0,0
Spain,Female,47.0,63488.7,1,1
Spain,Female,46.0,12459.19,0,1
Germany,Female,37.0,159863.9,1,0
Germany,Male,23.0,104592.55,0,0
Spain,Female,50.0,132088.59,1,0
Spain,Female,39.0,0.0,0,0
Spain,Male,44.0,120654.68,0,0
France,Female,30.0,0.0,0,0
France,Female,32.0,83772.95,1,0
France,Female,31.0,172325.67,1,0
France,Male,46.0,117685.31,1,0
France,Male,41.0,0.0,1,0
France,Male,39.0,0.0,0,0
Spain,Female,38.9218,0.0,1,0
France,Male,35.0,135871.5,1,0
France,Male,41.0,0.0,1,1
Germany,Female,49.0,128504.76,0,1
France,Male,36.0,0.0,0,0
France,Female,42.0,56228.25,0,0
Germany,Female,45.0,98792.4,0,1
Germany,Male,40.0,181768.32,1,0
Spain,Female,48.0,101198.01,1,0
France,Male,25.0,0.0,1,0
France,Female,60.0,0.0,1,0
France,Female,39.0,0.0,0,0
France,Male,34.0,139064.06,0,0
France,Female,35.0,104508.1,1,0
Germany,Male,35.0,113948.58,0,1
France,Male,47.0,0.0,1,0
France,Female,39.0,0.0,1,0
France,Male,31.0,0.0,1,0
Germany,Male,37.0,117524.72,1,0
France,Female,37.0,160389.82,1,0
France,Female,37.0,0.0,0,0
France,Male,27.0,125547.53,0,0
Spain,Male,46.0,92783.68,1,0
Germany,Male,49.0,97036.22,0,1
France,Male,34.0,0.0,0,0
France,Female,26.0,0.0,1,0
Spain,Male,40.0,102145.13,1,0
France,Female,33.0,113452.66,0,0
Spain,Female,46.0,155681.72,0,0
Germany,Male,38.0,127475.24,0,1
France,Male,41.0,0.0,1,0
France,Male,43.0,112751.13,1,0
France,Female,29.0,0.0,1,0
France,Male,45.0,144889.18,1,1
Spain,Male,40.0,0.0,1,0
France,Female,22.0,150126.44,0,1
France,Male,54.0,69712.74,1,0
Spain,Female,44.0,0.0,1,0
France,Male,31.0,0.0,0,0
Germany,Female,35.0,117438.92,1,0
France,Male,38.0,119315.75,0,0
France,Female,30.0,89571.59,1,0
Germany,Female,34.0,102251.57,0,0
France,Male,42.0,118546.71,1,0
France,Male,61.0,0.0,1,1
Spain,Male,38.0,103257.14,0,0
Spain,Female,43.0,124209.02,1,0
Spain,Male,32.0,0.0,1,0
Spain,Female,41.0,150302.84,1,0
Spain,Male,34.0,108653.93,1,0
France,Female,45.0,85325.93,0,0
France,Female,29.0,0.0,0,0
Germany,Male,37.0,135776.36,0,1
France,Male,40.0,131411.24,1,0
Spain,Female,36.0,0.0,1,0
Spain,Female,41.0,0.0,0,0
Germany,Female,45.0,106431.97,1,0
France,Male,50.0,90305.76,1,0
Germany,Male,28.0,117466.03,1,0
France,Male,32.0,148884.47,1,0
Germany,Female,44.0,91115.76,0,1
Germany,Female,37.0,77373.87,1,0
Spain,Male,23.0,104744.89,0,0
France,Female,31.0,0.0,1,0
Germany,Male,39.0,91538.51,1,0
France,Female,32.0,0.0,1,0
France,Female,34.0,185734.75,1,0
France,Male,30.0,143396.54,1,0
France,Male,40.0,125909.85,1,0
France,Female,45.0,0.0,0,0
France,Male,36.0,154525.7,1,0
France,Female,29.0,0.0,0,0
France,Male,51.0,100654.8,0,0
Spain,Male,44.0,83325.77,1,0
France,Male,35.0,110934.54,0,0
Spain,Female,36.0,113680.54,0,0
Germany,Male,31.0,117020.08,0,0
France,Female,49.0,145359.99,0,0
Germany,Female,39.0,151391.68,0,1
Spain,Male,38.9218,123935.35,1,0
France,Female,36.0,0.0,0,0
Spain,Male,40.0,70291.02,1,1
Germany,Female,42.0,166031.45,0,0
Germany,Male,36.0,96643.32,0,0
Spain,Female,33.0,0.0,1,0
France,Male,38.9218,0.0,1,0
France,Male,29.0,0.0,1,0
France,Male,48.0,0.0,1,0
France,Male,40.0,0.0,0,0
Germany,Male,26.0,97268.1,0,0
France,Female,42.0,0.0,0,1
Germany,Female,55.0,76296.81,0,1
Spain,Male,27.0,0.0,0,0
Germany,Female,42.0,64497.94,1,1
France,Male,38.0,0.0,0,0
Spain,Female,32.0,0.0,0,0
France,Male,57.0,0.0,1,0
France,Male,39.0,0.0,0,0
Spain,Female,45.0,0.0,1,0
France,Male,37.0,0.0,0,0
Spain,Male,54.0,134249.7,1,0
France,Female,45.0,0.0,1,1
France,Male,30.0,105443.68,1,0
Spain,Female,50.0,0.0,1,1
France,Male,35.0,0.0,0,0
Spain,Male,38.0,0.0,0,0
Germany,Female,35.0,86147.46,0,1
Spain,Female,38.0,96939.06,1,0
Spain,Male,47.0,106758.6,1,0
France,Female,33.0,112528.65,0,0
France,Male,60.0,116563.58,0,1
France,Male,32.0,0.0,1,0
Spain,Female,42.0,0.0,0,0
Spain,Female,38.0,141786.78,1,0
France,Male,41.0,136416.82,1,0
France,Male,30.0,0.0,0,0
Germany,Female,40.0,133245.52,1,0
Germany,Female,41.0,90757.64,1,0
France,Male,43.0,92350.36,1,0
Germany,Male,38.9218,78778.49,1,0
Germany,Female,34.0,102143.93,1,0
France,Male,29.0,0.0,1,0
Germany,Male,37.0,98459.6,0,0
Germany,Female,47.0,114603.76,0,1
Spain,Male,35.0,0.0,0,0
Germany,Female,51.0,148074.79,0,1
Spain,Male,36.0,0.0,1,1
Spain,Female,62.0,108004.64,1,1
Germany,Female,29.0,107712.57,1,0
Spain,Male,35.0,0.0,1,0
Spain,Female,37.0,0.0,0,0
France,Male,32.0,145303.52,0,0
Germany,Male,37.0,138476.41,1,0
France,Female,27.0,127471.56,1,1
France,Male,26.0,156551.63,1,0
Germany,Female,49.0,97092.87,0,1
France,Male,32.0,0.0,0,1
Spain,Male,37.0,129312.79,1,0
Germany,Female,29.0,100315.1,1,0
France,Female,35.0,81684.97,0,0
Spain,Male,51.0,88827.53,0,1
Germany,Male,40.0,152092.44,1,0
Spain,Male,38.9218,0.0,1,0
France,Female,49.0,0.0,0,1
Spain,Female,38.0,102406.76,1,0
France,Male,21.0,109130.96,1,0
France,Male,29.0,0.0,1,0
Germany,Male,33.0,75242.28,1,0
Spain,Male,29.0,0.0,0,0
France,Female,45.0,0.0,0,1
Germany,Male,33.0,129142.54,1,0
France,Male,51.0,0.0,0,0
Germany,Female,22.0,139129.92,1,0
Spain,Male,33.0,0.0,1,0
Spain,Male,22.0,66483.32,1,0
Germany,Male,40.0,62389.03,0,1
France,Female,34.0,0.0,1,0
France,Male,46.0,91857.66,0,1
Spain,Male,31.0,0.0,0,0
France,Female,56.0,0.0,0,1
France,Female,30.0,176173.52,0,1
Spain,Male,38.0,0.0,1,0
France,Female,37.0,131834.76,0,0
France,Male,48.0,92347.96,1,0
France,Male,40.0,0.0,1,0
France,Male,40.0,95297.11,0,0
France,Female,32.0,0.0,0,0
France,Male,39.0,0.0,0,0
France,Female,53.0,123845.36,1,1
Germany,Male,62.0,143426.34,1,0
France,Male,46.0,0.0,1,0
Germany,Male,31.0,112708.2,1,0
France,Male,43.0,100013.51,0,0
France,Female,33.0,208165.53,0,1
Spain,Male,21.0,0.0,1,0
France,Female,40.0,0.0,0,1
France,Male,19.0,0.0,1,0
France,Female,33.0,121685.31,1,0
France,Male,39.0,111525.02,0,0
France,Male,26.0,0.0,0,0
Germany,Male,36.0,113546.3,1,0
France,Male,41.0,95696.52,1,0
France,Male,28.0,88963.31,1,0
Spain,Male,31.0,144880.34,1,0
France,Male,55.0,136576.02,1,1
France,Female,38.0,63093.01,1,0
Germany,Male,38.0,132271.12,1,0
France,Female,29.0,88814.4,1,0
Germany,Male,40.0,90594.55,1,0
Germany,Female,33.0,141816.25,0,1
France,Female,54.0,138547.97,1,1
France,Female,31.0,52192.08,1,0
France,Male,38.0,124976.19,0,0
France,Female,34.0,0.0,0,0
Germany,Male,35.0,104356.38,0,0
Spain,Female,48.0,150315.92,1,0
France,Male,39.0,129299.28,0,0
Germany,Male,37.0,140950.92,0,0
Spain,Male,30.0,128065.12,0,0
France,Male,23.0,107433.48,0,0
France,Male,34.0,117468.67,0,0
France,Female,27.0,0.0,0,0
France,Female,27.0,0.0,0,0
France,Male,42.0,0.0,0,0
France,Male,40.0,0.0,0,0
France,Female,29.0,153040.03,1,1
Germany,Male,45.0,142084.04,0,1
France,Female,30.0,0.0,0,0
France,Male,32.0,112079.58,0,0
Spain,Male,38.9218,132044.6,1,0
Spain,Female,46.0,66582.81,0,1
France,Female,33.0,0.0,1,0
France,Female,39.0,0.0,1,0
France,Male,33.0,0.0,1,0
France,Female,38.0,102895.1,0,0
Spain,Male,42.0,0.0,1,0
Germany,Male,27.0,117578.35,1,0
France,Male,47.0,198546.1,0,1
Spain,Female,39.0,0.0,0,0
France,Female,31.0,0.0,0,0
Germany,Male,28.0,116623.31,1,0
Spain,Male,49.0,0.0,0,0
France,Male,36.0,0.0,1,0
Spain,Male,54.0,0.0,1,0
France,Female,44.0,105770.7,0,1
France,Female,48.0,0.0,0,1
France,Female,39.0,94435.45,1,0
Germany,Female,39.0,112889.91,1,0
France,Female,53.0,0.0,0,1
Germany,Female,43.0,127940.47,0,1
Germany,Female,36.0,129745.1,1,0
France,Male,32.0,0.0,1,0
France,Female,30.0,0.0,1,0
Germany,Female,46.0,141535.52,0,1
France,Female,47.0,139914.27,1,0
France,Male,41.0,120243.49,0,1
France,Male,34.0,91835.16,0,0
Spain,Male,37.0,0.0,0,0
Spain,Female,22.0,67178.19,1,1
Spain,Female,31.0,0.0,0,0
Spain,Male,38.0,115378.94,1,0
Germany,Male,30.0,127786.28,1,0
France,Female,41.0,0.0,1,1
France,Female,33.0,64900.32,0,0
Germany,Male,53.0,109172.88,0,1
France,Female,55.0,0.0,1,0
Germany,Male,43.0,114091.38,1,0
France,Female,40.0,0.0,1,0
France,Male,32.0,0.0,0,0
France,Female,45.0,145933.27,1,0
Germany,Female,35.0,131504.73,0,0
Germany,Female,44.0,107926.02,1,1
Germany,Female,57.0,112281.6,0,1
France,Male,41.0,0.0,1,0
Spain,Male,29.0,0.0,1,1
Spain,Female,31.0,0.0,0,0
France,Male,33.0,124781.67,1,0
France,Female,39.0,132865.56,1,1
Germany,Female,38.0,129055.13,0,0
Germany,Male,38.9218,96166.88,1,0
France,Female,40.0,165298.12,1,0
Spain,Female,33.0,0.0,0,0
France,Male,48.0,120682.53,0,1
Spain,Male,32.0,102773.15,1,0
Germany,Male,42.0,144386.32,1,1
Germany,Female,40.0,104449.8,1,0
Spain,Male,35.0,137102.65,0,0
France,Female,30.0,142475.87,1,0
France,Female,43.0,0.0,0,0
Spain,Male,37.0,103195.2,0,0
France,Male,28.0,112070.44,1,0
France,Female,29.0,0.0,1,0
France,Male,35.0,96473.59,0,0
Spain,Male,37.0,0.0,0,0
Germany,Male,49.0,108437.89,0,1
France,Male,37.0,153195.59,1,0
France,Male,45.0,96877.21,1,0
France,Male,44.0,0.0,1,0
France,Female,38.0,0.0,0,1
France,Female,40.0,95452.89,1,0
Spain,Male,41.0,63873.56,0,0
France,Female,24.0,148298.59,0,0
Spain,Female,31.0,0.0,0,0
Germany,Female,37.0,143258.85,0,0
Germany,Male,37.0,121342.24,1,0
Germany,Female,28.0,99152.73,0,0
France,Female,41.0,0.0,0,0
Spain,Male,33.0,68423.89,1,0
Spain,Female,35.0,0.0,0,1
Germany,Female,25.0,79656.81,0,0
France,Male,35.0,0.0,1,0
France,Female,53.0,110240.04,0,1
France,Female,32.0,125321.84,1,0
France,Male,27.0,0.0,0,0
France,Female,32.0,84378.9,1,0
France,Male,45.0,0.0,0,0
Germany,Male,35.0,136281.41,1,0
France,Male,59.0,119380.37,1,0
Germany,Male,62.0,108716.59,1,0
France,Female,20.0,0.0,1,0
Spain,Male,28.0,0.0,0,0
France,Female,31.0,106596.29,0,0
France,Female,37.0,99546.25,1,1
France,Female,30.0,0.0,0,1
France,Female,41.0,0.0,0,0
Spain,Male,19.0,112615.86,1,0
Spain,Female,22.0,0.0,1,0
France,Female,24.0,0.0,1,0
France,Female,31.0,0.0,0,0
France,Male,28.0,75381.15,1,0
Spain,Female,24.0,0.0,1,0
Spain,Male,33.0,0.0,0,0
Spain,Male,38.0,0.0,0,0
Germany,Female,45.0,123086.39,1,1
France,Female,26.0,0.0,0,0
Spain,Male,37.0,0.0,0,0
Spain,Male,48.0,109472.47,0,1
Spain,Male,59.0,155766.05,1,0
Germany,Male,38.0,101985.81,0,0
France,Female,34.0,96019.5,0,0
France,Male,30.0,0.0,1,0
Spain,Female,35.0,0.0,1,0
France,Female,35.0,147900.43,0,0
France,Male,52.0,100755.66,1,0
Spain,Female,35.0,0.0,0,1
France,Female,33.0,83036.05,1,1
Spain,Male,27.0,125427.37,0,0
France,Female,46.0,98202.76,0,0
Spain,Male,41.0,72509.91,0,0
Germany,Male,44.0,140393.65,1,0
Spain,Female,50.0,142644.64,1,1
France,Female,44.0,23503.31,1,1
Spain,Male,33.0,145729.71,0,0
Germany,Female,40.0,122295.17,1,0
France,Male,39.0,0.0,0,0
Spain,Female,36.0,119799.27,0,0
Spain,Male,37.0,163708.58,0,0
France,Male,34.0,61687.33,0,0
France,Female,27.0,79144.34,1,0
Spain,Male,32.0,0.0,1,0
Germany,Female,27.0,104848.68,1,0
Spain,Male,26.0,0.0,1,0
Spain,Male,46.0,0.0,1,0
France,Male,45.0,0.0,0,0
France,Female,29.0,146652.01,1,0
France,Male,31.0,0.0,0,0
France,Male,46.0,0.0,1,0
Germany,Female,37.0,130622.34,1,0
Germany,Male,38.9218,187013.13,1,0
Spain,Male,40.0,0.0,1,0
France,Female,36.0,0.0,0,0
Spain,Male,41.0,0.0,0,0
France,Male,44.0,98862.54,0,0
Spain,Female,45.0,0.0,0,0
Germany,Male,52.0,98443.14,0,0
Spain,Male,42.0,0.0,0,0
France,Female,47.0,0.0,1,1
Germany,Female,23.0,123575.51,1,0
France,Male,25.0,0.0,1,0
France,Male,31.0,105239.1,1,0
Germany,Male,56.0,110993.79,0,1
Spain,Male,44.0,0.0,1,0
Spain,Male,39.0,157691.98,0,1
Germany,Male,47.0,105245.21,0,1
Spain,Male,32.0,0.0,1,0
France,Male,31.0,117687.35,1,0
France,Male,23.0,0.0,0,0
Germany,Female,37.0,123067.63,1,1
France,Male,45.0,0.0,0,0
France,Female,34.0,0.0,0,0
France,Female,41.0,101457.14,1,0
Spain,Male,52.0,100549.43,1,0
Spain,Male,35.0,174588.8,1,0
Spain,Male,52.0,121161.57,0,0
France,Male,45.0,0.0,1,0
Germany,Female,36.0,90063.74,1,0
France,Female,45.0,0.0,1,0
France,Male,42.0,134936.97,0,0
France,Female,24.0,110495.27,0,0
Germany,Female,37.0,133200.09,0,0
France,Female,41.0,82596.8,1,0
Germany,Male,31.0,103837.75,1,0
Spain,Female,42.0,0.0,0,1
France,Male,52.0,93590.47,1,1
Germany,Male,40.0,104149.66,0,0
Germany,Male,38.0,114141.64,1,1
Germany,Female,31.0,117153.0,1,0
Germany,Male,45.0,156353.46,0,1
Spain,Male,37.0,175534.78,1,0
France,Female,27.0,135637.0,0,1
France,Female,30.0,0.0,0,0
France,Male,27.0,0.0,1,0
France,Male,26.0,0.0,1,0
Germany,Female,33.0,83415.04,1,0
Germany,Male,43.0,141859.12,1,0
Germany,Male,38.0,132767.66,1,0
France,Female,31.0,110635.32,0,0
Spain,Male,37.0,177657.35,1,0
Germany,Male,41.0,157777.58,0,0
Germany,Male,47.0,107915.94,1,1
Germany,Female,57.0,86568.75,1,0
Germany,Male,52.0,137755.76,0,1
France,Male,30.0,137262.71,0,0
Spain,Male,32.0,0.0,1,1
Spain,Female,36.0,0.0,1,0
France,Male,28.0,0.0,1,0
Germany,Male,50.0,116309.01,0,1
France,Female,34.0,131244.65,0,0
Germany,Male,28.0,125155.83,1,0
Germany,Male,35.0,140691.08,0,0
France,Male,41.0,58820.32,1,0
Germany,Female,26.0,105099.45,1,1
France,Male,31.0,0.0,1,0
France,Male,23.0,168372.52,0,0
Germany,Male,34.0,94682.56,0,0
Spain,Male,36.0,0.0,1,0
France,Female,44.0,0.0,0,1
France,Male,40.0,0.0,1,0
France,Male,38.9218,146329.73,1,0
Spain,Male,37.0,0.0,0,0
France,Female,49.0,167962.7,0,0
France,Male,33.0,0.0,1,0
France,Male,40.0,0.0,1,0
France,Male,48.0,0.0,0,0
France,Male,44.0,116967.68,0,1
Spain,Female,33.0,0.0,1,0
Spain,Male,32.0,0.0,1,0
Germany,Female,34.0,93244.42,1,0
France,Female,29.0,0.0,1,0
France,Female,33.0,0.0,0,0
France,Male,35.0,0.0,1,0
Germany,Male,43.0,80442.06,1,0
Germany,Female,35.0,150561.03,0,0
France,Male,60.0,0.0,1,1
France,Female,34.0,125474.44,0,0
Germany,Female,33.0,127076.68,0,0
Spain,Female,25.0,0.0,1,0
Spain,Male,37.0,128650.11,1,0
Spain,Female,33.0,145580.61,1,0
France,Female,51.0,0.0,0,1
France,Male,47.0,144900.58,0,1
France,Female,37.0,0.0,0,0
France,Female,31.0,97588.6,0,0
France,Male,24.0,0.0,1,0
France,Female,38.0,0.0,0,0
Germany,Female,24.0,122200.31,0,0
Spain,Female,46.0,151709.33,0,0
Spain,Female,22.0,0.0,0,0
Spain,Female,33.0,122134.4,1,0
Germany,Male,31.0,137260.45,0,0
France,Female,30.0,88594.14,0,0
Spain,Male,34.0,0.0,1,0
Germany,Male,41.0,127205.32,0,1
Spain,Female,31.0,96997.09,0,0
France,Female,38.9218,0.0,1,0
France,Male,31.0,142200.19,1,0
Germany,Female,39.0,160761.41,1,0
France,Male,26.0,0.0,0,0
Spain,Male,33.0,0.0,0,0
France,Male,29.0,0.0,0,0
France,Male,31.0,116234.61,0,0
Germany,Female,26.0,155143.52,1,1
France,Female,21.0,0.0,0,0
France,Male,38.0,0.0,0,0
France,Male,34.0,84009.47,1,0
Germany,Female,28.0,139246.22,0,0
Germany,Male,58.0,170113.0,1,0
Spain,Female,41.0,0.0,1,1
France,Male,38.9218,145578.28,1,0
Spain,Male,38.9218,126273.95,1,0
France,Female,26.0,162482.76,1,0
France,Male,29.0,0.0,0,0
France,Female,32.0,87814.89,0,0
Spain,Male,61.0,113858.95,1,0
Germany,Male,43.0,87612.64,1,1
France,Female,38.9218,0.0,1,0
Germany,Male,26.0,106648.98,1,0
Spain,Male,31.0,0.0,1,0
Germany,Female,38.0,103653.51,1,0
Germany,Male,37.0,116880.53,0,1
Germany,Female,40.0,97990.49,0,0
Germany,Female,34.0,150635.3,1,0
Spain,Male,37.0,0.0,1,0
France,Male,39.0,129674.89,0,0
France,Female,37.0,0.0,0,0
France,Male,53.0,83568.26,0,0
Spain,Male,48.0,178144.91,0,1
Germany,Male,36.0,147137.74,1,0
France,Male,37.0,0.0,1,1
France,Male,36.0,114370.41,1,0
Germany,Female,47.0,108289.28,1,1
Germany,Male,39.0,149887.49,0,0
Spain,Female,43.0,170172.9,1,0
France,Male,27.0,0.0,1,0
France,Male,43.0,0.0,0,0
Germany,Female,28.0,64808.32,0,0
France,Female,56.0,62732.65,1,0
France,Female,41.0,0.0,1,0
France,Male,29.0,95167.55,1,0
Germany,Female,54.0,152508.99,0,1
Germany,Male,31.0,134644.19,1,0
Spain,Female,33.0,0.0,0,0
Germany,Female,31.0,51293.47,0,0
France,Male,41.0,0.0,0,0
Spain,Male,49.0,116622.73,1,0
Spain,Female,49.0,0.0,0,0
France,Male,33.0,198113.86,0,0
France,Female,29.0,85646.81,0,1
Spain,Male,51.0,0.0,1,0
France,Male,33.0,141234.98,0,0
France,Male,34.0,0.0,1,0
France,Female,40.0,77641.99,0,1
Spain,Male,30.0,0.0,0,0
Germany,Female,40.0,117304.29,0,0
Spain,Female,62.0,0.0,1,0
Germany,Male,36.0,92340.69,1,0
Germany,Male,35.0,146780.52,1,0
Spain,Male,41.0,144974.55,1,0
France,Male,47.0,0.0,0,0
France,Male,31.0,0.0,1,0
Spain,Male,43.0,0.0,0,0
Spain,Male,37.0,115137.26,0,0
France,Male,33.0,101952.97,0,0
France,Female,45.0,164649.52,0,1
France,Male,31.0,0.0,1,0
France,Male,32.0,91956.49,1,0
France,Male,39.0,0.0,1,0
Germany,Male,32.0,123938.6,0,0
Germany,Male,46.0,123571.77,1,1
France,Female,34.0,120777.88,1,0
Germany,Male,42.0,90248.79,1,0
France,Male,36.0,0.0,0,0
France,Male,38.9218,0.0,1,0
Germany,Male,48.0,106396.48,1,1
Germany,Female,47.0,104887.43,0,1
France,Male,34.0,72079.71,1,0
France,Male,37.0,0.0,0,0
Spain,Male,36.0,0.0,1,0
France,Male,38.0,99844.68,0,0
France,Female,28.0,0.0,1,0
France,Male,26.0,156815.71,1,0
France,Male,47.0,146034.74,1,0
France,Male,27.0,152283.39,0,0
Germany,Female,33.0,118897.1,1,0
Germany,Male,52.0,96781.39,1,0
Germany,Male,33.0,102772.67,0,0
Spain,Female,20.0,0.0,0,0
Spain,Male,39.0,0.0,0,0
France,Male,40.0,150578.0,1,1
France,Female,46.0,0.0,0,0
France,Male,47.0,0.0,0,0
France,Female,48.0,0.0,0,0
France,Male,42.0,163548.07,0,0
France,Female,37.0,148580.12,0,0
Germany,Male,32.0,96709.07,0,0
Germany,Female,34.0,106011.59,1,1
Germany,Male,37.0,135650.88,0,0
Germany,Male,55.0,111362.76,0,1
France,Male,37.0,39344.83,1,1
Germany,Male,36.0,130809.77,0,0
France,Female,27.0,133009.51,0,0
Germany,Female,28.0,135337.49,1,0
France,Female,32.0,112536.57,1,0
Spain,Female,35.0,122570.69,0,0
France,Male,44.0,63562.02,1,1
France,Male,37.0,0.0,1,0
Germany,Male,44.0,100368.63,0,0
France,Male,37.0,0.0,0,0
Spain,Female,33.0,136082.0,0,0
Germany,Male,48.0,114169.16,0,1
France,Female,45.0,47884.92,1,0
Spain,Female,36.0,0.0,1,0
Spain,Male,24.0,0.0,0,0
France,Male,49.0,202904.64,1,1
France,Female,46.0,0.0,1,1
Spain,Male,43.0,161807.18,1,1
Germany,Male,52.0,110791.97,0,1
Spain,Female,33.0,0.0,1,0
Germany,Female,54.0,108755.0,0,1
Spain,Female,34.0,0.0,0,0
France,Female,38.9218,0.0,1,0
Spain,Female,55.0,117294.12,0,1
Germany,Male,26.0,102251.14,1,0
France,Male,31.0,0.0,0,0
France,Male,22.0,0.0,1,0
France,Male,37.0,132057.92,0,0
France,Male,33.0,0.0,0,1
Germany,Female,35.0,114285.2,1,0
France,Female,41.0,0.0,0,0
Spain,Male,32.0,76087.98,1,0
France,Male,40.0,160272.27,0,0
Spain,Male,38.9218,114552.6,0,1
France,Female,27.0,102000.17,1,0
Spain,Male,24.0,0.0,0,0
France,Female,33.0,137853.0,1,0
France,Male,27.0,0.0,0,0
Germany,Male,42.0,162318.61,0,0
Spain,Female,50.0,140292.58,0,1
France,Male,34.0,0.0,1,0
France,Female,34.0,0.0,0,0
France,Female,52.0,0.0,1,1
France,Male,24.0,126431.54,0,0
France,Female,41.0,123475.04,1,0
Germany,Female,45.0,97652.96,0,0
Spain,Male,42.0,0.0,1,0
Germany,Female,49.0,137455.99,0,1
France,Female,38.0,0.0,1,0
Germany,Female,33.0,99046.31,1,0
France,Male,33.0,0.0,1,0
Germany,Male,27.0,105907.42,1,0
Germany,Male,52.0,97720.35,0,1
France,Male,25.0,0.0,1,0
Spain,Male,43.0,97392.18,0,0
France,Male,29.0,0.0,1,0
Germany,Female,28.0,152812.58,0,0
